subset,asset,split,label,filename,parent_id,method
supervised,glass-insulator,train,good,Fotos 01-12-2020_DJI_0309_cadeia_isolador_vidro_194.jpg,12-2020_DJI_0309,regex
supervised,glass-insulator,train,good,Fotos 01-12-2020_DJI_0333_cadeia_isolador_vidro_129.jpg,12-2020_DJI_0333,regex
supervised,glass-insulator,train,good,Fotos 01-12-2020_DJI_0335_cadeia_isolador_vidro_131.jpg,12-2020_DJI_0335,regex
supervised,glass-insulator,train,good,Fotos 01-12-2020_DJI_0339_cadeia_isolador_vidro_135.jpg,12-2020_DJI_0339,regex
supervised,glass-insulator,train,good,Fotos 01-12-2020_DJI_0357_cadeia_isolador_vidro_147.jpg,12-2020_DJI_0357,regex
supervised,glass-insulator,train,good,Fotos 01-12-2020_DJI_0368_cadeia_isolador_vidro_152.jpg,12-2020_DJI_0368,regex
supervised,glass-insulator,train,good,Fotos 01-12-2020_DJI_0369_cadeia_isolador_vidro_153.jpg,12-2020_DJI_0369,regex
supervised,glass-insulator,train,good,Fotos 01-12-2020_DJI_0370_cadeia_isolador_vidro_154.jpg,12-2020_DJI_0370,regex
supervised,glass-insulator,train,good,Fotos 01-12-2020_DJI_0371_cadeia_isolador_vidro_155.jpg,12-2020_DJI_0371,regex
supervised,glass-insulator,train,good,Fotos 01-12-2020_DJI_0396_cadeia_isolador_vidro_102.jpg,12-2020_DJI_0396,regex
supervised,glass-insulator,train,good,Fotos 01-12-2020_DJI_0405_cadeia_isolador_vidro_107.jpg,12-2020_DJI_0405,regex
supervised,glass-insulator,train,good,Fotos 01-12-2020_DJI_0410_cadeia_isolador_vidro_112.jpg,12-2020_DJI_0410,regex
supervised,glass-insulator,train,good,Fotos 01-12-2020_DJI_0411_cadeia_isolador_vidro_113.jpg,12-2020_DJI_0411,regex
supervised,glass-insulator,train,good,Fotos 01-12-2020_DJI_0412_cadeia_isolador_vidro_114.jpg,12-2020_DJI_0412,regex
supervised,glass-insulator,train,good,Fotos 01-12-2020_DJI_0424_cadeia_isolador_vidro_119.jpg,12-2020_DJI_0424,regex
supervised,glass-insulator,train,good,Fotos 01-12-2020_DJI_0426_cadeia_isolador_vidro_121.jpg,12-2020_DJI_0426,regex
supervised,glass-insulator,train,good,Fotos 01-12-2020_DJI_0427_cadeia_isolador_vidro_122.jpg,12-2020_DJI_0427,regex
supervised,glass-insulator,train,good,Fotos 01-12-2020_DJI_0441_cadeia_isolador_vidro_57.jpg,12-2020_DJI_0441,regex
supervised,glass-insulator,train,good,Fotos 01-12-2020_DJI_0444_cadeia_isolador_vidro_59.jpg,12-2020_DJI_0444,regex
supervised,glass-insulator,train,good,Fotos 01-12-2020_DJI_0445_cadeia_isolador_vidro_60.jpg,12-2020_DJI_0445,regex
supervised,glass-insulator,train,good,Fotos 01-12-2020_DJI_0447_cadeia_isolador_vidro_62.jpg,12-2020_DJI_0447,regex
supervised,glass-insulator,train,good,Fotos 01-12-2020_DJI_0480_cadeia_isolador_vidro_81.jpg,12-2020_DJI_0480,regex
supervised,glass-insulator,train,good,Fotos 01-12-2020_DJI_0481_cadeia_isolador_vidro_82.jpg,12-2020_DJI_0481,regex
supervised,glass-insulator,train,good,Fotos 01-12-2020_DJI_0501_cadeia_isolador_vidro_28.jpg,12-2020_DJI_0501,regex
supervised,glass-insulator,train,good,Fotos 01-12-2020_DJI_0502_cadeia_isolador_vidro_29.jpg,12-2020_DJI_0502,regex
supervised,glass-insulator,train,good,Fotos 01-12-2020_DJI_0505_cadeia_isolador_vidro_32.jpg,12-2020_DJI_0505,regex
supervised,glass-insulator,train,good,Fotos 01-12-2020_DJI_0519_cadeia_isolador_vidro_40.jpg,12-2020_DJI_0519,regex
supervised,glass-insulator,train,good,Fotos 01-12-2020_DJI_0520_cadeia_isolador_vidro_41.jpg,12-2020_DJI_0520,regex
supervised,glass-insulator,train,good,Fotos 01-12-2020_DJI_0532_cadeia_isolador_vidro_45.jpg,12-2020_DJI_0532,regex
supervised,glass-insulator,train,good,Fotos 01-12-2020_DJI_0533_cadeia_isolador_vidro_46.jpg,12-2020_DJI_0533,regex
supervised,glass-insulator,train,good,Fotos 01-12-2020_DJI_0537_cadeia_isolador_vidro_50.jpg,12-2020_DJI_0537,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0008_cadeia_isolador_vidro_659.jpg,12-2020_DJI_0008,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0013_cadeia_isolador_vidro_663.jpg,12-2020_DJI_0013,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0019_cadeia_isolador_vidro_668.jpg,12-2020_DJI_0019,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0025_cadeia_isolador_vidro_671.jpg,12-2020_DJI_0025,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0030_cadeia_isolador_vidro_676.jpg,12-2020_DJI_0030,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0036_cadeia_isolador_vidro_680.jpg,12-2020_DJI_0036,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0043_cadeia_isolador_vidro_681.jpg,12-2020_DJI_0043,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0050_cadeia_isolador_vidro_688.jpg,12-2020_DJI_0050,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0053_cadeia_isolador_vidro_690.jpg,12-2020_DJI_0053,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0063_cadeia_isolador_vidro_628.jpg,12-2020_DJI_0063,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0067_cadeia_isolador_vidro_632.jpg,12-2020_DJI_0067,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0081_cadeia_isolador_vidro_639.jpg,12-2020_DJI_0081,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0099_cadeia_isolador_vidro_649.jpg,12-2020_DJI_0099,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0121_cadeia_isolador_vidro_597.jpg,12-2020_DJI_0121,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0125_cadeia_isolador_vidro_601.jpg,12-2020_DJI_0125,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0135_cadeia_isolador_vidro_606.jpg,12-2020_DJI_0135,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0146_cadeia_isolador_vidro_615.jpg,12-2020_DJI_0146,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0157_cadeia_isolador_vidro_618.jpg,12-2020_DJI_0157,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0162_cadeia_isolador_vidro_623.jpg,12-2020_DJI_0162,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0163_cadeia_isolador_vidro_624.jpg,12-2020_DJI_0163,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0182_cadeia_isolador_vidro_572.jpg,12-2020_DJI_0182,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0194_cadeia_isolador_vidro_580.jpg,12-2020_DJI_0194,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0195_cadeia_isolador_vidro_581.jpg,12-2020_DJI_0195,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0196_cadeia_isolador_vidro_582.jpg,12-2020_DJI_0196,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0199_cadeia_isolador_vidro_585.jpg,12-2020_DJI_0199,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0212_cadeia_isolador_vidro_590.jpg,12-2020_DJI_0212,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0213_cadeia_isolador_vidro_591.jpg,12-2020_DJI_0213,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0214_cadeia_isolador_vidro_592.jpg,12-2020_DJI_0214,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0215_cadeia_isolador_vidro_593.jpg,12-2020_DJI_0215,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0217_cadeia_isolador_vidro_595.jpg,12-2020_DJI_0217,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0233_cadeia_isolador_vidro_531.jpg,12-2020_DJI_0233,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0253_cadeia_isolador_vidro_548.jpg,12-2020_DJI_0253,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0287_cadeia_isolador_vidro_484.jpg,12-2020_DJI_0287,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0292_cadeia_isolador_vidro_488.jpg,12-2020_DJI_0292,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0297_cadeia_isolador_vidro_493.jpg,12-2020_DJI_0297,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0311_cadeia_isolador_vidro_503.jpg,12-2020_DJI_0311,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0314_cadeia_isolador_vidro_506.jpg,12-2020_DJI_0314,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0319_cadeia_isolador_vidro_510.jpg,12-2020_DJI_0319,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0330_cadeia_isolador_vidro_516.jpg,12-2020_DJI_0330,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0337_cadeia_isolador_vidro_523.jpg,12-2020_DJI_0337,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0338_cadeia_isolador_vidro_524.jpg,12-2020_DJI_0338,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0341_cadeia_isolador_vidro_526.jpg,12-2020_DJI_0341,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0355_cadeia_isolador_vidro_449.jpg,12-2020_DJI_0355,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0358_cadeia_isolador_vidro_452.jpg,12-2020_DJI_0358,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0359_cadeia_isolador_vidro_453.jpg,12-2020_DJI_0359,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0362_cadeia_isolador_vidro_456.jpg,12-2020_DJI_0362,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0375_cadeia_isolador_vidro_463.jpg,12-2020_DJI_0375,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0382_cadeia_isolador_vidro_470.jpg,12-2020_DJI_0382,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0385_cadeia_isolador_vidro_472.jpg,12-2020_DJI_0385,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0393_cadeia_isolador_vidro_474.jpg,12-2020_DJI_0393,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0399_cadeia_isolador_vidro_479.jpg,12-2020_DJI_0399,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0415_cadeia_isolador_vidro_410.jpg,12-2020_DJI_0415,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0422_cadeia_isolador_vidro_416.jpg,12-2020_DJI_0422,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0435_cadeia_isolador_vidro_424.jpg,12-2020_DJI_0435,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0436_cadeia_isolador_vidro_425.jpg,12-2020_DJI_0436,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0445_cadeia_isolador_vidro_433.jpg,12-2020_DJI_0445,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0446_cadeia_isolador_vidro_435.jpg,12-2020_DJI_0446,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0459_cadeia_isolador_vidro_440.jpg,12-2020_DJI_0459,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0464_cadeia_isolador_vidro_444.jpg,12-2020_DJI_0464,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0465_cadeia_isolador_vidro_445.jpg,12-2020_DJI_0465,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0494_cadeia_isolador_vidro_384.jpg,12-2020_DJI_0494,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0502_cadeia_isolador_vidro_391.jpg,12-2020_DJI_0502,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0519_cadeia_isolador_vidro_398.jpg,12-2020_DJI_0519,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0521_cadeia_isolador_vidro_400.jpg,12-2020_DJI_0521,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0522_cadeia_isolador_vidro_401.jpg,12-2020_DJI_0522,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0523_cadeia_isolador_vidro_402.jpg,12-2020_DJI_0523,regex
supervised,glass-insulator,train,good,Fotos 02-12-2020_DJI_0526_cadeia_isolador_vidro_405.jpg,12-2020_DJI_0526,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0014_cadeia_isolador_vidro_1031.jpg,12-2020_DJI_0014,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0017_cadeia_isolador_vidro_1034.jpg,12-2020_DJI_0017,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0020_cadeia_isolador_vidro_1037.jpg,12-2020_DJI_0020,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0022_cadeia_isolador_vidro_1038.jpg,12-2020_DJI_0022,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0028_cadeia_isolador_vidro_1041.jpg,12-2020_DJI_0028,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0029_cadeia_isolador_vidro_1042.jpg,12-2020_DJI_0029,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0036_cadeia_isolador_vidro_1049.jpg,12-2020_DJI_0036,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0054_cadeia_isolador_vidro_1057.jpg,12-2020_DJI_0054,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0084_cadeia_isolador_vidro_999.jpg,12-2020_DJI_0084,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0088_cadeia_isolador_vidro_1000.jpg,12-2020_DJI_0088,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0089_cadeia_isolador_vidro_1001.jpg,12-2020_DJI_0089,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0090_cadeia_isolador_vidro_1002.jpg,12-2020_DJI_0090,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0091_cadeia_isolador_vidro_1003.jpg,12-2020_DJI_0091,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0092_cadeia_isolador_vidro_1004.jpg,12-2020_DJI_0092,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0096_cadeia_isolador_vidro_1008.jpg,12-2020_DJI_0096,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0112_cadeia_isolador_vidro_1016.jpg,12-2020_DJI_0112,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0113_cadeia_isolador_vidro_1017.jpg,12-2020_DJI_0113,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0114_cadeia_isolador_vidro_1018.jpg,12-2020_DJI_0114,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0116_cadeia_isolador_vidro_1020.jpg,12-2020_DJI_0116,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0118_cadeia_isolador_vidro_1022.jpg,12-2020_DJI_0118,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0144_cadeia_isolador_vidro_963.jpg,12-2020_DJI_0144,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0154_cadeia_isolador_vidro_968.jpg,12-2020_DJI_0154,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0158_cadeia_isolador_vidro_972.jpg,12-2020_DJI_0158,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0160_cadeia_isolador_vidro_974.jpg,12-2020_DJI_0160,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0163_cadeia_isolador_vidro_977.jpg,12-2020_DJI_0163,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0175_cadeia_isolador_vidro_979.jpg,12-2020_DJI_0175,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0217_cadeia_isolador_vidro_941.jpg,12-2020_DJI_0217,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0229_cadeia_isolador_vidro_945.jpg,12-2020_DJI_0229,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0236_cadeia_isolador_vidro_952.jpg,12-2020_DJI_0236,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0256_cadeia_isolador_vidro_815.jpg,12-2020_DJI_0256,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0260_cadeia_isolador_vidro_819.jpg,12-2020_DJI_0260,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0270_cadeia_isolador_vidro_824.jpg,12-2020_DJI_0270,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0276_cadeia_isolador_vidro_832.jpg,12-2020_DJI_0276,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0278_cadeia_isolador_vidro_833.jpg,12-2020_DJI_0278,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0281_cadeia_isolador_vidro_840.jpg,12-2020_DJI_0281,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0284_cadeia_isolador_vidro_843.jpg,12-2020_DJI_0284,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0293_cadeia_isolador_vidro_849.jpg,12-2020_DJI_0293,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0307_cadeia_isolador_vidro_860.jpg,12-2020_DJI_0307,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0310_cadeia_isolador_vidro_862.jpg,12-2020_DJI_0310,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0312_cadeia_isolador_vidro_866.jpg,12-2020_DJI_0312,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0314_cadeia_isolador_vidro_869.jpg,12-2020_DJI_0314,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0316_cadeia_isolador_vidro_873.jpg,12-2020_DJI_0316,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0328_cadeia_isolador_vidro_880.jpg,12-2020_DJI_0328,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0332_cadeia_isolador_vidro_883.jpg,12-2020_DJI_0332,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0343_cadeia_isolador_vidro_889.jpg,12-2020_DJI_0343,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0350_cadeia_isolador_vidro_896.jpg,12-2020_DJI_0350,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0352_cadeia_isolador_vidro_898.jpg,12-2020_DJI_0352,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0353_cadeia_isolador_vidro_899.jpg,12-2020_DJI_0353,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0358_cadeia_isolador_vidro_907.jpg,12-2020_DJI_0358,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0396_cadeia_isolador_vidro_785.jpg,12-2020_DJI_0396,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0399_cadeia_isolador_vidro_788.jpg,12-2020_DJI_0399,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0400_cadeia_isolador_vidro_789.jpg,12-2020_DJI_0400,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0406_cadeia_isolador_vidro_795.jpg,12-2020_DJI_0406,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0409_cadeia_isolador_vidro_796.jpg,12-2020_DJI_0409,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0410_cadeia_isolador_vidro_797.jpg,12-2020_DJI_0410,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0418_cadeia_isolador_vidro_799.jpg,12-2020_DJI_0418,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0419_cadeia_isolador_vidro_800.jpg,12-2020_DJI_0419,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0421_cadeia_isolador_vidro_802.jpg,12-2020_DJI_0421,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0445_cadeia_isolador_vidro_742.jpg,12-2020_DJI_0445,regex
supervised,glass-insulator,train,good,Fotos 03-12-2020_DJI_0448_cadeia_isolador_vidro_745.jpg,12-2020_DJI_0448,regex
