phash,n,cross_subset,paths
ffff000000000000,14,True,InsPLAD-det/train/255-1_DJI_0278.jpg;InsPLAD-det/train/253-2_DJI_0010.jpg;InsPLAD-det/train/253-2_DJI_0011.jpg;InsPLAD-det/train/253-2_DJI_0012.jpg;InsPLAD-det/train/254-1_DJI_0333.jpg;InsPLAD-det/train/249-2_DJI_0319.jpg;InsPLAD-det/train/249-2_DJI_0320.jpg;InsPLAD-det/train/281-2_DJI_0292.jpg;InsPLAD-det/train/281-2_DJI_0295.jpg;InsPLAD-det/train/279-1_DJI_0078.jpg;InsPLAD-det/train/279-2_DJI_0019.jpg;InsPLAD-det/train/259-1_DJI_0304.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/good/Fotos 02-12-2020_DJI_0292_cadeia_isolador_vidro_488.jpg;unsupervised_anomaly_detection/damper-preformed/train/good/Fotos 14-12-2020_DJI_0157_amortecedor_preformado_383.jpg
ffff070000000000,2,False,InsPLAD-det/train/254-1_DJI_0342.jpg;InsPLAD-det/train/254-1_DJI_0344.jpg
ffffe00000000000,2,True,InsPLAD-det/train/252-2_DJI_0111.jpg;unsupervised_anomaly_detection/damper-preformed/test/good/Fotos 19-11-2020_DJI_0073_amortecedor_preformado_676.jpg
ffffff1000000000,5,True,InsPLAD-det/train/249-2_DJI_0328.jpg;InsPLAD-det/train/249-2_DJI_0329.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/good/Fotos 02-12-2020_DJI_0522_cadeia_isolador_vidro_401.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/good/Fotos 02-12-2020_DJI_0523_cadeia_isolador_vidro_402.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/good/Fotos 02-12-2020_DJI_0526_cadeia_isolador_vidro_405.jpg
1f06fcff07000000,2,False,InsPLAD-det/train/251-1_DJI_0206.jpg;InsPLAD-det/train/251-1_DJI_0207.jpg
ff7f101010b8f090,4,False,InsPLAD-det/train/284-2_DJI_0450.jpg;InsPLAD-det/train/284-2_DJI_0451.jpg;InsPLAD-det/train/284-2_DJI_0452.jpg;InsPLAD-det/train/284-2_DJI_0453.jpg
ffffff0007000000,4,False,InsPLAD-det/train/284-2_DJI_0465.jpg;InsPLAD-det/train/257-1_DJI_0117.jpg;InsPLAD-det/train/257-1_DJI_0118.jpg;InsPLAD-det/train/257-1_DJI_0119.jpg
fffffff800000000,2,False,InsPLAD-det/train/284-2_DJI_0466.jpg;InsPLAD-det/train/270-1_DJI_0065.jpg
ffffff0000000000,20,True,InsPLAD-det/train/284-2_DJI_0486.jpg;InsPLAD-det/train/281-1_DJI_0376.jpg;InsPLAD-det/train/281-1_DJI_0380.jpg;InsPLAD-det/train/278-1_DJI_0229.jpg;InsPLAD-det/train/278-1_DJI_0230.jpg;InsPLAD-det/train/278-1_DJI_0231.jpg;InsPLAD-det/train/278-1_DJI_0232.jpg;InsPLAD-det/train/278-1_DJI_0233.jpg;InsPLAD-det/train/278-1_DJI_0234.jpg;InsPLAD-det/train/278-1_DJI_0235.jpg;InsPLAD-det/train/270-2_DJI_0013.jpg;InsPLAD-det/train/270-2_DJI_0014.jpg;InsPLAD-det/train/267-1_DJI_0468.jpg;InsPLAD-det/train/266-2_DJI_0498.jpg;InsPLAD-det/train/295-1_DJI_0205.jpg;InsPLAD-det/train/295-1_DJI_0206.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/good/Fotos 02-12-2020_DJI_0375_cadeia_isolador_vidro_463.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/good/Fotos 03-12-2020_DJI_0229_cadeia_isolador_vidro_945.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/good/Fotos 04-12-2020_DJI_0603_cadeia_isolador_vidro_1231.jpg;unsupervised_anomaly_detection/damper-preformed/train/good/Fotos 19-11-2020_DJI_0132_amortecedor_preformado_661.jpg
ffffffff03000000,4,True,InsPLAD-det/train/282-3_DJI_0140.jpg;InsPLAD-det/train/282-3_DJI_0141.jpg;InsPLAD-det/train/282-3_DJI_0142.jpg;unsupervised_anomaly_detection/damper-preformed/train/good/Fotos 18-11-2020_DJI_0021_amortecedor_preformado_625.jpg
ff7f3e1a1a181818,2,False,InsPLAD-det/train/283-1_DJI_0067.jpg;InsPLAD-det/train/283-1_DJI_0068.jpg
fffffff777000000,2,False,InsPLAD-det/train/283-1_DJI_0081.jpg;InsPLAD-det/train/283-1_DJI_0086.jpg
ffffffff77000000,2,False,InsPLAD-det/train/283-1_DJI_0084.jpg;InsPLAD-det/train/283-1_DJI_0085.jpg
ff7f181818181818,4,True,InsPLAD-det/train/283-2_DJI_0013.jpg;InsPLAD-det/train/283-2_DJI_0014.jpg;InsPLAD-det/train/283-2_DJI_0015.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/good/Fotos 02-12-2020_DJI_0013_cadeia_isolador_vidro_663.jpg
fffff01000000000,2,False,InsPLAD-det/train/283-2_DJI_0025.jpg;InsPLAD-det/train/283-2_DJI_0026.jpg
ffff001000000000,3,False,InsPLAD-det/train/281-2_DJI_0291.jpg;InsPLAD-det/train/281-2_DJI_0293.jpg;InsPLAD-det/train/281-2_DJI_0294.jpg
ffff002000000000,4,True,InsPLAD-det/train/281-2_DJI_0296.jpg;InsPLAD-det/train/281-2_DJI_0298.jpg;InsPLAD-det/train/281-2_DJI_0299.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/good/Fotos 02-12-2020_DJI_0297_cadeia_isolador_vidro_493.jpg
000001ffffffffff,2,False,InsPLAD-det/train/281-2_DJI_0306.jpg;InsPLAD-det/train/258-2_DJI_0340.jpg
13fbdab9fe3e0040,2,False,InsPLAD-det/train/281-2_DJI_0334.jpg;InsPLAD-det/train/281-2_DJI_0335.jpg
ffffff0800000000,2,False,InsPLAD-det/train/279-2_DJI_0050.jpg;InsPLAD-det/train/279-1_DJI_0119.jpg
ffff7f0800080800,3,False,InsPLAD-det/train/279-2_DJI_0051.jpg;InsPLAD-det/train/279-2_DJI_0054.jpg;InsPLAD-det/train/279-2_DJI_0055.jpg
feff3e00c00f5c08,2,False,InsPLAD-det/train/280-2_DJI_0418.jpg;InsPLAD-det/train/280-2_DJI_0420.jpg
0808087fff1f0808,2,False,InsPLAD-det/train/280-2_DJI_0436.jpg;InsPLAD-det/train/280-2_DJI_0437.jpg
ff0000187eff7f7e,2,False,InsPLAD-det/train/281-1_DJI_0359.jpg;InsPLAD-det/train/281-1_DJI_0360.jpg
fffffe0000000000,5,False,InsPLAD-det/train/281-1_DJI_0374.jpg;InsPLAD-det/train/281-1_DJI_0375.jpg;InsPLAD-det/train/281-1_DJI_0377.jpg;InsPLAD-det/train/281-1_DJI_0378.jpg;InsPLAD-det/train/281-1_DJI_0379.jpg
ffffff2000000000,2,False,InsPLAD-det/train/281-1_DJI_0381.jpg;InsPLAD-det/train/281-1_DJI_0382.jpg
fffff00000000000,2,False,InsPLAD-det/train/279-1_DJI_0072.jpg;InsPLAD-det/train/267-1_DJI_0470.jpg
ffff0c0000000000,2,False,InsPLAD-det/train/279-1_DJI_0074.jpg;InsPLAD-det/train/279-1_DJI_0077.jpg
ff18fffe081808c8,2,False,InsPLAD-det/train/279-1_DJI_0090.jpg;InsPLAD-det/train/279-1_DJI_0091.jpg
ffffff0808000800,4,True,InsPLAD-det/train/279-1_DJI_0114.jpg;InsPLAD-det/train/279-1_DJI_0116.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/good/Fotos 03-12-2020_DJI_0114_cadeia_isolador_vidro_1018.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/good/Fotos 03-12-2020_DJI_0116_cadeia_isolador_vidro_1020.jpg
ffffff0808000000,3,False,InsPLAD-det/train/279-1_DJI_0115.jpg;InsPLAD-det/train/279-1_DJI_0117.jpg;InsPLAD-det/train/279-1_DJI_0118.jpg
ffff000008000808,3,False,InsPLAD-det/train/279-2_DJI_0013.jpg;InsPLAD-det/train/279-2_DJI_0016.jpg;InsPLAD-det/train/279-2_DJI_0017.jpg
ffff000008080808,2,False,InsPLAD-det/train/279-2_DJI_0014.jpg;InsPLAD-det/train/279-2_DJI_0015.jpg
ffffffff00000000,7,True,InsPLAD-det/train/276-2_DJI_0450.jpg;InsPLAD-det/train/276-2_DJI_0451.jpg;InsPLAD-det/train/270-2_DJI_0023.jpg;InsPLAD-det/train/270-2_DJI_0024.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/good/Fotos 01-12-2020_DJI_0520_cadeia_isolador_vidro_41.jpg;supervised_fault_classification/defect_supervised/glass-insulator/val/missing-cap/Fotos 19-10-2020_DJI_0062_cadeia_isolador_vidro_2.jpg;unsupervised_anomaly_detection/damper-preformed/test/good/Fotos 19-11-2020_DJI_0047_amortecedor_preformado_681.jpg
ffffff9f01000000,2,False,InsPLAD-det/train/276-2_DJI_0446.jpg;InsPLAD-det/train/276-2_DJI_0447.jpg
fffff40000000000,2,False,InsPLAD-det/train/270-2_DJI_0012.jpg;InsPLAD-det/train/267-1_DJI_0469.jpg
ffffffe600000000,2,True,InsPLAD-det/train/270-2_DJI_0025.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/good/Fotos 02-12-2020_DJI_0382_cadeia_isolador_vidro_470.jpg
fffffc0000000000,2,True,InsPLAD-det/train/267-1_DJI_0445.jpg;unsupervised_anomaly_detection/damper-preformed/train/good/Fotos 19-11-2020_DJI_0133_amortecedor_preformado_663.jpg
18081818183cffff,2,False,InsPLAD-det/train/285-1_DJI_0391.jpg;InsPLAD-det/train/285-1_DJI_0392.jpg
181818181838ffff,3,False,InsPLAD-det/train/285-1_DJI_0393.jpg;InsPLAD-det/train/285-1_DJI_0394.jpg;InsPLAD-det/train/285-1_DJI_0395.jpg
fff7f7f736000000,3,False,InsPLAD-det/train/285-2_DJI_0367.jpg;InsPLAD-det/train/285-2_DJI_0368.jpg;InsPLAD-det/train/285-2_DJI_0371.jpg
ff1f181818181818,3,False,InsPLAD-det/train/286-1_DJI_0264.jpg;InsPLAD-det/train/286-1_DJI_0265.jpg;InsPLAD-det/train/286-1_DJI_0266.jpg
ffff080808080808,5,False,InsPLAD-det/train/286-1_DJI_0285.jpg;InsPLAD-det/train/286-1_DJI_0287.jpg;InsPLAD-det/train/286-1_DJI_0288.jpg;InsPLAD-det/train/286-1_DJI_0290.jpg;InsPLAD-det/train/286-1_DJI_0291.jpg
fffcf0c000000000,2,False,InsPLAD-det/train/288-3_DJI_0566.jpg;InsPLAD-det/train/288-3_DJI_0567.jpg
fff8f08000000000,3,False,InsPLAD-det/train/288-3_DJI_0569.jpg;InsPLAD-det/train/288-3_DJI_0571.jpg;InsPLAD-det/train/288-3_DJI_0572.jpg
ffff170000000000,3,False,InsPLAD-det/train/288-3_DJI_0586.jpg;InsPLAD-det/train/288-3_DJI_0588.jpg;InsPLAD-det/train/288-3_DJI_0590.jpg
ffff171000000000,2,False,InsPLAD-det/train/288-3_DJI_0587.jpg;InsPLAD-det/train/288-3_DJI_0589.jpg
fffffc1810000000,3,False,InsPLAD-det/train/287-2_DJI_0127.jpg;InsPLAD-det/train/287-2_DJI_0128.jpg;InsPLAD-det/train/287-2_DJI_0131.jpg
fffffc1800000000,2,False,InsPLAD-det/train/287-2_DJI_0130.jpg;InsPLAD-det/train/287-2_DJI_0134.jpg
fffffc1808080008,2,False,InsPLAD-det/train/287-2_DJI_0132.jpg;InsPLAD-det/train/287-2_DJI_0133.jpg
fef8000000000000,2,False,InsPLAD-det/train/288-3_DJI_0552.jpg;InsPLAD-det/train/288-3_DJI_0553.jpg
e7ffffff00000000,2,True,InsPLAD-det/train/295-1_DJI_0195.jpg;supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/normal/Fotos 10-12-2020_DJI_0117_manilha_isolador_superior_821.jpg
ffff981818181818,4,False,supervised_fault_classification/defect_supervised/glass-insulator/train/good/Fotos 01-12-2020_DJI_0016_cadeia_isolador_vidro_340.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/good/Fotos 04-12-2020_DJI_0712_cadeia_isolador_vidro_1187.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 01-12-2020_DJI_0015_cadeia_isolador_vidro_339.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 01-12-2020_DJI_0015_cadeia_isolador_vidro_339_6.jpg
ffff181818181818,4,False,supervised_fault_classification/defect_supervised/glass-insulator/train/good/Fotos 01-12-2020_DJI_0286_cadeia_isolador_vidro_178.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/good/Fotos 01-12-2020_DJI_0333_cadeia_isolador_vidro_129.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/good/Fotos 01-12-2020_DJI_0335_cadeia_isolador_vidro_131.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/good/Fotos 03-12-2020_DJI_0160_cadeia_isolador_vidro_974.jpg
efe7e7e7e7000000,3,False,supervised_fault_classification/defect_supervised/glass-insulator/train/good/Fotos 01-12-2020_DJI_0368_cadeia_isolador_vidro_152.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/good/Fotos 01-12-2020_DJI_0369_cadeia_isolador_vidro_153.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/good/Fotos 01-12-2020_DJI_0370_cadeia_isolador_vidro_154.jpg
ffffffe700000000,2,False,supervised_fault_classification/defect_supervised/glass-insulator/train/good/Fotos 01-12-2020_DJI_0519_cadeia_isolador_vidro_40.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/good/Fotos 26-11-2020_DJI_0409_cadeia_isolador_vidro_1940.jpg
e7e7e7e7e7000000,5,False,supervised_fault_classification/defect_supervised/glass-insulator/train/good/Fotos 02-12-2020_DJI_0081_cadeia_isolador_vidro_639.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/good/Fotos 26-11-2020_DJI_0425_cadeia_isolador_vidro_1951.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/good/Fotos 26-11-2020_DJI_0427_cadeia_isolador_vidro_1953.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/good/Fotos 26-11-2020_DJI_0428_cadeia_isolador_vidro_1954.jpg;supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/normal/Fotos 10-12-2020_DJI_0252_manilha_isolador_superior_774.jpg
e7e7e7e7e7e70000,2,False,supervised_fault_classification/defect_supervised/glass-insulator/train/good/Fotos 02-12-2020_DJI_0199_cadeia_isolador_vidro_585.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/good/Fotos 30-11-2020_DJI_0265_cadeia_isolador_vidro_2792.jpg
ffff000018181818,2,False,supervised_fault_classification/defect_supervised/glass-insulator/train/good/Fotos 03-12-2020_DJI_0014_cadeia_isolador_vidro_1031.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/good/Fotos 03-12-2020_DJI_0017_cadeia_isolador_vidro_1034.jpg
f7f7e7e7e7000000,2,False,supervised_fault_classification/defect_supervised/glass-insulator/train/good/Fotos 30-11-2020_DJI_0019_cadeia_isolador_vidro_2950.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/good/Fotos 30-11-2020_DJI_0020_cadeia_isolador_vidro_2951.jpg
fffcf00800000000,2,False,supervised_fault_classification/defect_supervised/glass-insulator/train/good/Fotos 30-11-2020_DJI_0571_cadeia_isolador_vidro_2637.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/good/Fotos 30-11-2020_DJI_0572_cadeia_isolador_vidro_2638.jpg
ff00e0ff00df8000,2,False,supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 01-12-2020_DJI_0350_cadeia_isolador_vidro_141_0.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 01-12-2020_DJI_0350_cadeia_isolador_vidro_141_1.jpg
0002ffff07c00000,3,False,supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 03-12-2020_DJI_0325_cadeia_isolador_vidro_877.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 03-12-2020_DJI_0325_cadeia_isolador_vidro_877_0.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 03-12-2020_DJI_0325_cadeia_isolador_vidro_877_4.jpg
7771097ffc010300,3,False,supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 03-12-2020_DJI_0333_cadeia_isolador_vidro_884.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 03-12-2020_DJI_0333_cadeia_isolador_vidro_884_0.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 03-12-2020_DJI_0333_cadeia_isolador_vidro_884_1.jpg
f8f8f89898401818,2,False,supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 03-12-2020_DJI_0346_cadeia_isolador_vidro_892_0.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 03-12-2020_DJI_0346_cadeia_isolador_vidro_892_8.jpg
66763b1f1f0f0787,2,False,supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 03-12-2020_DJI_0354_cadeia_isolador_vidro_901.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 03-12-2020_DJI_0354_cadeia_isolador_vidro_901_7.jpg
0040ffff3f00c061,2,False,supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 03-12-2020_DJI_0365_cadeia_isolador_vidro_917.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 03-12-2020_DJI_0365_cadeia_isolador_vidro_917_4.jpg
30101bffff010000,2,False,supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 03-12-2020_DJI_0368_cadeia_isolador_vidro_922_4.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 03-12-2020_DJI_0368_cadeia_isolador_vidro_922_5.jpg
fcfc5c1818007fbd,2,False,supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 03-12-2020_DJI_0402_cadeia_isolador_vidro_791_2.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 03-12-2020_DJI_0402_cadeia_isolador_vidro_791_4.jpg
1cd818181818dcde,2,False,supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 07-12-2020_DJI_0182_cadeia_isolador_vidro_1321.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 07-12-2020_DJI_0182_cadeia_isolador_vidro_1321_1.jpg
7f080c1afa783918,2,False,supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 07-12-2020_DJI_0193_cadeia_isolador_vidro_1327_2.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 07-12-2020_DJI_0193_cadeia_isolador_vidro_1327_7.jpg
c0c0c0f0f8ff3d07,2,False,supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 08-12-2020_DJI_0379_cadeia_isolador_vidro_1423_4.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 08-12-2020_DJI_0379_cadeia_isolador_vidro_1423_8.jpg
0c1c1c1c3d3c78f8,2,False,supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 16-11-2020_DJI_0024_cadeia_isolador_vidro_1502_2.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 16-11-2020_DJI_0024_cadeia_isolador_vidro_1502_5.jpg
0000309ffffff7e3,2,False,supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 19-10-2020_DJI_0067_cadeia_isolador_vidro_12_6.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 19-10-2020_DJI_0067_cadeia_isolador_vidro_12_7.jpg
86cc0b1cf03d1f78,2,False,supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 19-10-2020_DJI_0068_cadeia_isolador_vidro_20_0.jpg;supervised_fault_classification/defect_supervised/glass-insulator/train/missing-cap/Fotos 19-10-2020_DJI_0068_cadeia_isolador_vidro_20_2.jpg
