crop_id,parent_id,source_subset,source_split,assigned_split,asset,label,candidate_path,included_in_t3,exclusion_reason
unsup_polymer-insulator-upper-shackle_test_02-06-2021_DJI_0643_293,02-06-2021_DJI_0643,unsupervised,train,train,polymer-insulator-upper-shackle,rust,unsupervised_anomaly_detection/polymer-insulator-upper-shackle/test/rust/02-06-2021_DJI_0643_293.jpg,True,included
sup_polymer-insulator-upper-shackle_train_Fotos 23-10-2020_DJI_0062_manilha_isolador_superior_1394,Fotos 23-10-2020_DJI_0062_manilha_isolador_superior_1394,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/Fotos 23-10-2020_DJI_0062_manilha_isolador_superior_1394.jpg,True,included
sup_polymer-insulator-upper-shackle_train_Fotos 23-10-2020_DJI_0062_manilha_isolador_superior_1394_0,Fotos 23-10-2020_DJI_0062_manilha_isolador_superior_1394,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/Fotos 23-10-2020_DJI_0062_manilha_isolador_superior_1394_0.jpg,True,included
sup_polymer-insulator-upper-shackle_train_Fotos 23-10-2020_DJI_0062_manilha_isolador_superior_1394_1,Fotos 23-10-2020_DJI_0062_manilha_isolador_superior_1394,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/Fotos 23-10-2020_DJI_0062_manilha_isolador_superior_1394_1.jpg,True,included
sup_polymer-insulator-upper-shackle_train_Fotos 23-10-2020_DJI_0062_manilha_isolador_superior_1394_2,Fotos 23-10-2020_DJI_0062_manilha_isolador_superior_1394,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/Fotos 23-10-2020_DJI_0062_manilha_isolador_superior_1394_2.jpg,True,included
sup_polymer-insulator-upper-shackle_train_Fotos 23-10-2020_DJI_0062_manilha_isolador_superior_1394_3,Fotos 23-10-2020_DJI_0062_manilha_isolador_superior_1394,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/Fotos 23-10-2020_DJI_0062_manilha_isolador_superior_1394_3.jpg,True,included
sup_polymer-insulator-upper-shackle_train_Fotos 23-10-2020_DJI_0062_manilha_isolador_superior_1394_4,Fotos 23-10-2020_DJI_0062_manilha_isolador_superior_1394,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/Fotos 23-10-2020_DJI_0062_manilha_isolador_superior_1394_4.jpg,True,included
sup_polymer-insulator-upper-shackle_train_Fotos 23-10-2020_DJI_0062_manilha_isolador_superior_1394_5,Fotos 23-10-2020_DJI_0062_manilha_isolador_superior_1394,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/Fotos 23-10-2020_DJI_0062_manilha_isolador_superior_1394_5.jpg,True,included
sup_polymer-insulator-upper-shackle_train_Fotos 23-10-2020_DJI_0062_manilha_isolador_superior_1394_6,Fotos 23-10-2020_DJI_0062_manilha_isolador_superior_1394,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/Fotos 23-10-2020_DJI_0062_manilha_isolador_superior_1394_6.jpg,True,included
sup_polymer-insulator-upper-shackle_train_Fotos 23-10-2020_DJI_0062_manilha_isolador_superior_1394_7,Fotos 23-10-2020_DJI_0062_manilha_isolador_superior_1394,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/Fotos 23-10-2020_DJI_0062_manilha_isolador_superior_1394_7.jpg,True,included
sup_polymer-insulator-upper-shackle_train_Fotos 23-10-2020_DJI_0062_manilha_isolador_superior_1394_8,Fotos 23-10-2020_DJI_0062_manilha_isolador_superior_1394,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/Fotos 23-10-2020_DJI_0062_manilha_isolador_superior_1394_8.jpg,True,included
unsup_polymer-insulator-upper-shackle_test_Fotos 23-10-2020_DJI_0062_manilha_isolador_superior_1394,Fotos 23-10-2020_DJI_0062_manilha_isolador_superior_1394,unsupervised,train,train,polymer-insulator-upper-shackle,rust,unsupervised_anomaly_detection/polymer-insulator-upper-shackle/test/rust/Fotos 23-10-2020_DJI_0062_manilha_isolador_superior_1394.jpg,True,included
sup_polymer-insulator-upper-shackle_train_08-06-2021_DJI_0272_378,08-06-2021_DJI_0272,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/08-06-2021_DJI_0272_378.jpg,True,included
unsup_polymer-insulator-upper-shackle_test_08-06-2021_DJI_0272_378,08-06-2021_DJI_0272,unsupervised,train,train,polymer-insulator-upper-shackle,rust,unsupervised_anomaly_detection/polymer-insulator-upper-shackle/test/rust/08-06-2021_DJI_0272_378.jpg,True,included
sup_polymer-insulator-upper-shackle_train_08-06-2021_DJI_0007_296,08-06-2021_DJI_0007,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/08-06-2021_DJI_0007_296.jpg,True,included
unsup_polymer-insulator-upper-shackle_test_08-06-2021_DJI_0007_296,08-06-2021_DJI_0007,unsupervised,train,train,polymer-insulator-upper-shackle,rust,unsupervised_anomaly_detection/polymer-insulator-upper-shackle/test/rust/08-06-2021_DJI_0007_296.jpg,True,included
sup_polymer-insulator-upper-shackle_train_09-06-2021_DJI_0457_561_0,09-06-2021_DJI_0457_561,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/09-06-2021_DJI_0457_561_0.jpg,True,included
sup_polymer-insulator-upper-shackle_train_09-06-2021_DJI_0457_561_1,09-06-2021_DJI_0457_561,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/09-06-2021_DJI_0457_561_1.jpg,True,included
sup_polymer-insulator-upper-shackle_train_09-06-2021_DJI_0457_561_2,09-06-2021_DJI_0457_561,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/09-06-2021_DJI_0457_561_2.jpg,True,included
sup_polymer-insulator-upper-shackle_train_09-06-2021_DJI_0457_561_3,09-06-2021_DJI_0457_561,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/09-06-2021_DJI_0457_561_3.jpg,True,included
sup_polymer-insulator-upper-shackle_train_09-06-2021_DJI_0457_561_4,09-06-2021_DJI_0457_561,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/09-06-2021_DJI_0457_561_4.jpg,True,included
sup_polymer-insulator-upper-shackle_train_09-06-2021_DJI_0457_561_5,09-06-2021_DJI_0457_561,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/09-06-2021_DJI_0457_561_5.jpg,True,included
sup_polymer-insulator-upper-shackle_train_09-06-2021_DJI_0457_561_6,09-06-2021_DJI_0457_561,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/09-06-2021_DJI_0457_561_6.jpg,True,included
sup_polymer-insulator-upper-shackle_train_09-06-2021_DJI_0457_561_7,09-06-2021_DJI_0457_561,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/09-06-2021_DJI_0457_561_7.jpg,True,included
sup_polymer-insulator-upper-shackle_train_09-06-2021_DJI_0457_561_8,09-06-2021_DJI_0457_561,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/09-06-2021_DJI_0457_561_8.jpg,True,included
sup_polymer-insulator-upper-shackle_train_02-06-2021_DJI_0292_247_0,02-06-2021_DJI_0292_247,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/02-06-2021_DJI_0292_247_0.jpg,True,included
sup_polymer-insulator-upper-shackle_train_02-06-2021_DJI_0292_247_1,02-06-2021_DJI_0292_247,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/02-06-2021_DJI_0292_247_1.jpg,True,included
sup_polymer-insulator-upper-shackle_train_02-06-2021_DJI_0292_247_2,02-06-2021_DJI_0292_247,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/02-06-2021_DJI_0292_247_2.jpg,True,included
sup_polymer-insulator-upper-shackle_train_02-06-2021_DJI_0292_247_3,02-06-2021_DJI_0292_247,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/02-06-2021_DJI_0292_247_3.jpg,True,included
sup_polymer-insulator-upper-shackle_train_02-06-2021_DJI_0292_247_4,02-06-2021_DJI_0292_247,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/02-06-2021_DJI_0292_247_4.jpg,True,included
sup_polymer-insulator-upper-shackle_train_02-06-2021_DJI_0292_247_5,02-06-2021_DJI_0292_247,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/02-06-2021_DJI_0292_247_5.jpg,True,included
sup_polymer-insulator-upper-shackle_train_02-06-2021_DJI_0292_247_6,02-06-2021_DJI_0292_247,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/02-06-2021_DJI_0292_247_6.jpg,True,included
sup_polymer-insulator-upper-shackle_train_02-06-2021_DJI_0292_247_7,02-06-2021_DJI_0292_247,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/02-06-2021_DJI_0292_247_7.jpg,True,included
sup_polymer-insulator-upper-shackle_train_02-06-2021_DJI_0292_247_8,02-06-2021_DJI_0292_247,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/02-06-2021_DJI_0292_247_8.jpg,True,included
sup_polymer-insulator-upper-shackle_train_09-06-2021_DJI_0274_509_0,09-06-2021_DJI_0274_509,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/09-06-2021_DJI_0274_509_0.jpg,True,included
sup_polymer-insulator-upper-shackle_train_09-06-2021_DJI_0274_509_1,09-06-2021_DJI_0274_509,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/09-06-2021_DJI_0274_509_1.jpg,True,included
sup_polymer-insulator-upper-shackle_train_09-06-2021_DJI_0274_509_2,09-06-2021_DJI_0274_509,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/09-06-2021_DJI_0274_509_2.jpg,True,included
sup_polymer-insulator-upper-shackle_train_09-06-2021_DJI_0274_509_3,09-06-2021_DJI_0274_509,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/09-06-2021_DJI_0274_509_3.jpg,True,included
sup_polymer-insulator-upper-shackle_train_09-06-2021_DJI_0274_509_4,09-06-2021_DJI_0274_509,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/09-06-2021_DJI_0274_509_4.jpg,True,included
sup_polymer-insulator-upper-shackle_train_09-06-2021_DJI_0274_509_5,09-06-2021_DJI_0274_509,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/09-06-2021_DJI_0274_509_5.jpg,True,included
sup_polymer-insulator-upper-shackle_train_09-06-2021_DJI_0274_509_6,09-06-2021_DJI_0274_509,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/09-06-2021_DJI_0274_509_6.jpg,True,included
sup_polymer-insulator-upper-shackle_train_09-06-2021_DJI_0274_509_7,09-06-2021_DJI_0274_509,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/09-06-2021_DJI_0274_509_7.jpg,True,included
sup_polymer-insulator-upper-shackle_train_09-06-2021_DJI_0274_509_8,09-06-2021_DJI_0274_509,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/09-06-2021_DJI_0274_509_8.jpg,True,included
sup_polymer-insulator-upper-shackle_train_08-06-2021_DJI_0054_310,08-06-2021_DJI_0054,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/08-06-2021_DJI_0054_310.jpg,True,included
unsup_polymer-insulator-upper-shackle_test_08-06-2021_DJI_0054_310,08-06-2021_DJI_0054,unsupervised,train,train,polymer-insulator-upper-shackle,rust,unsupervised_anomaly_detection/polymer-insulator-upper-shackle/test/rust/08-06-2021_DJI_0054_310.jpg,True,included
sup_polymer-insulator-upper-shackle_train_08-06-2021_DJI_0054_310_0,08-06-2021_DJI_0054_310,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/08-06-2021_DJI_0054_310_0.jpg,True,included
sup_polymer-insulator-upper-shackle_train_08-06-2021_DJI_0054_310_1,08-06-2021_DJI_0054_310,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/08-06-2021_DJI_0054_310_1.jpg,True,included
sup_polymer-insulator-upper-shackle_train_08-06-2021_DJI_0054_310_2,08-06-2021_DJI_0054_310,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/08-06-2021_DJI_0054_310_2.jpg,True,included
sup_polymer-insulator-upper-shackle_train_08-06-2021_DJI_0054_310_3,08-06-2021_DJI_0054_310,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/08-06-2021_DJI_0054_310_3.jpg,True,included
sup_polymer-insulator-upper-shackle_train_08-06-2021_DJI_0054_310_4,08-06-2021_DJI_0054_310,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/08-06-2021_DJI_0054_310_4.jpg,True,included
sup_polymer-insulator-upper-shackle_train_08-06-2021_DJI_0054_310_5,08-06-2021_DJI_0054_310,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/08-06-2021_DJI_0054_310_5.jpg,True,included
sup_polymer-insulator-upper-shackle_train_08-06-2021_DJI_0054_310_6,08-06-2021_DJI_0054_310,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/08-06-2021_DJI_0054_310_6.jpg,True,included
sup_polymer-insulator-upper-shackle_train_08-06-2021_DJI_0054_310_7,08-06-2021_DJI_0054_310,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/08-06-2021_DJI_0054_310_7.jpg,True,included
sup_polymer-insulator-upper-shackle_train_08-06-2021_DJI_0054_310_8,08-06-2021_DJI_0054_310,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/08-06-2021_DJI_0054_310_8.jpg,True,included
sup_polymer-insulator-upper-shackle_train_02-06-2021_DJI_0334_255,02-06-2021_DJI_0334,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/02-06-2021_DJI_0334_255.jpg,True,included
unsup_polymer-insulator-upper-shackle_test_02-06-2021_DJI_0334_255,02-06-2021_DJI_0334,unsupervised,train,train,polymer-insulator-upper-shackle,rust,unsupervised_anomaly_detection/polymer-insulator-upper-shackle/test/rust/02-06-2021_DJI_0334_255.jpg,True,included
sup_polymer-insulator-upper-shackle_train_Fotos 19-10-2020_DJI_0083_manilha_isolador_superior_16,Fotos 19-10-2020_DJI_0083_manilha_isolador_superior,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/Fotos 19-10-2020_DJI_0083_manilha_isolador_superior_16.jpg,True,included
unsup_polymer-insulator-upper-shackle_test_Fotos 19-10-2020_DJI_0083_manilha_isolador_superior_16,Fotos 19-10-2020_DJI_0083_manilha_isolador_superior,unsupervised,train,train,polymer-insulator-upper-shackle,rust,unsupervised_anomaly_detection/polymer-insulator-upper-shackle/test/rust/Fotos 19-10-2020_DJI_0083_manilha_isolador_superior_16.jpg,True,included
sup_polymer-insulator-upper-shackle_train_02-06-2021_DJI_0048_195,02-06-2021_DJI_0048,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/02-06-2021_DJI_0048_195.jpg,True,included
unsup_polymer-insulator-upper-shackle_test_02-06-2021_DJI_0048_195,02-06-2021_DJI_0048,unsupervised,train,train,polymer-insulator-upper-shackle,rust,unsupervised_anomaly_detection/polymer-insulator-upper-shackle/test/rust/02-06-2021_DJI_0048_195.jpg,True,included
sup_polymer-insulator-upper-shackle_train_Fotos 19-10-2020_DJI_0089_manilha_isolador_superior_20,Fotos 19-10-2020_DJI_0089_manilha_isolador_superior,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/Fotos 19-10-2020_DJI_0089_manilha_isolador_superior_20.jpg,True,included
unsup_polymer-insulator-upper-shackle_test_Fotos 19-10-2020_DJI_0089_manilha_isolador_superior_20,Fotos 19-10-2020_DJI_0089_manilha_isolador_superior,unsupervised,train,train,polymer-insulator-upper-shackle,rust,unsupervised_anomaly_detection/polymer-insulator-upper-shackle/test/rust/Fotos 19-10-2020_DJI_0089_manilha_isolador_superior_20.jpg,True,included
sup_polymer-insulator-upper-shackle_train_08-06-2021_DJI_0201_340,08-06-2021_DJI_0201,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/08-06-2021_DJI_0201_340.jpg,True,included
unsup_polymer-insulator-upper-shackle_test_08-06-2021_DJI_0201_340,08-06-2021_DJI_0201,unsupervised,train,train,polymer-insulator-upper-shackle,rust,unsupervised_anomaly_detection/polymer-insulator-upper-shackle/test/rust/08-06-2021_DJI_0201_340.jpg,True,included
sup_polymer-insulator-upper-shackle_train_08-06-2021_DJI_0346_404,08-06-2021_DJI_0346,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/08-06-2021_DJI_0346_404.jpg,True,included
unsup_polymer-insulator-upper-shackle_test_08-06-2021_DJI_0346_404,08-06-2021_DJI_0346,unsupervised,train,train,polymer-insulator-upper-shackle,rust,unsupervised_anomaly_detection/polymer-insulator-upper-shackle/test/rust/08-06-2021_DJI_0346_404.jpg,True,included
sup_polymer-insulator-upper-shackle_train_02-06-2021_DJI_0292_247,02-06-2021_DJI_0292,supervised,train,train,polymer-insulator-upper-shackle,corrosão,supervised_fault_classification/defect_supervised/polymer-insulator-upper-shackle/train/corrosão/02-06-2021_DJI_0292_247.jpg,True,included
